age,workclass,final_weight,education,education-num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,threshold
26,Private,248990,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,0
29,Self-emp-not-inc,389857,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,1
37,Private,70562,1st-4th,2,Never-married,Other-service,Unmarried,White,Female,0,0,48,El-Salvador,0
44,Private,197389,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
36,Private,150057,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
51,Private,334679,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0
27,Private,38918,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1876,75,United-States,0
39,Private,297449,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
35,Private,181353,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
40,Private,220977,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103,0,40,India,1
30,Private,155914,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
31,Private,143653,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
36,Private,29814,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23,Private,32732,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
59,Private,172667,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
33,Private,262439,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,1
39,Private,160728,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,2977,0,40,United-States,0
50,Private,28952,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,39,United-States,0
29,Private,29732,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,0
52,Private,101752,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,0
25,Private,132327,Some-college,10,Separated,Adm-clerical,Other-relative,Other,Female,0,0,40,Ecuador,0
37,Private,188503,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
39,Private,531055,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
30,Local-gov,233993,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,0
21,Private,502837,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,Peru,0
19,?,167087,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
41,Local-gov,32185,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
21,Private,56582,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,0
32,Private,190784,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
21,Private,351381,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
39,Private,121468,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,35,United-States,0
19,Private,263338,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,0
30,Private,207172,11th,7,Never-married,Protective-serv,Not-in-family,White,Female,0,0,35,United-States,0
18,Private,338717,11th,7,Never-married,Handlers-cleaners,Not-in-family,Other,Male,0,0,25,United-States,0
64,Private,211846,10th,6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
23,Private,32732,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,0
43,Federal-gov,156996,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2415,55,?,1
26,Private,383306,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
63,Private,188914,HS-grad,9,Widowed,Machine-op-inspct,Other-relative,Black,Female,0,0,40,Haiti,0
29,Private,120645,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40,United-States,0
44,Private,193459,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3411,0,40,United-States,0
43,Self-emp-not-inc,237670,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,0
55,Private,24694,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
46,Self-emp-inc,67725,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,0
53,Local-gov,110510,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,1
45,Private,168837,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,24,Canada,1
20,Private,215495,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,0
39,State-gov,77516,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,2174,0,40,United-States,0
23,Private,209955,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
46,State-gov,238648,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,40,United-States,1
22,Private,122048,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,4416,0,40,United-States,0
49,Local-gov,193960,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1
32,Private,185410,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
62,Private,148113,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
23,Private,227594,12th,8,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
33,Private,103435,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
30,Private,378009,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
32,Private,462255,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
34,Private,301251,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
18,Private,229296,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,0
23,Self-emp-not-inc,121313,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
35,Private,287701,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Male,0,0,45,United-States,1
24,Private,145964,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
65,Private,190160,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,1
37,Private,29660,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
68,Private,208478,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,18,?,0
51,Federal-gov,45487,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,0
39,Private,229647,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,1669,40,United-States,0
48,Private,186299,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
32,Private,208291,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
31,Local-gov,101761,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
27,Self-emp-inc,376936,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
37,Local-gov,188391,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Male,0,0,60,United-States,1
18,Private,62972,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,0
61,Private,128831,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
17,Private,201412,10th,6,Never-married,Farming-fishing,Own-child,White,Male,594,0,5,United-States,0
46,Local-gov,187505,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,?,0
51,Self-emp-not-inc,381769,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
26,Private,186454,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,4650,0,40,Vietnam,0
31,Federal-gov,386331,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,50,United-States,0
51,Self-emp-not-inc,88528,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,99,United-States,0
26,Private,31350,11th,7,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,0
22,Private,173736,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
47,Private,347088,5th-6th,3,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,0
54,Federal-gov,201127,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,1
28,Private,67218,7th-8th,4,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States,0
56,Private,235205,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,0
41,Private,347653,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
30,Federal-gov,127610,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
26,Private,40915,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
51,Private,128272,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
60,Private,297261,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,15,United-States,0
55,Self-emp-not-inc,59469,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,0
39,Federal-gov,410034,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
52,Private,266138,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,1
38,Private,163204,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States,0
47,Private,147236,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
42,Local-gov,138077,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,United-States,1
24,Self-emp-not-inc,162688,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
44,Self-emp-not-inc,218653,Bachelors,13,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
51,Private,40230,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,0
47,Private,85129,HS-grad,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,0
40,Private,148316,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
56,Private,179127,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Italy,0
41,Private,228847,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
27,Private,130492,11th,7,Divorced,Craft-repair,Unmarried,Other,Male,0,0,35,United-States,0
49,Private,403112,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,32,United-States,0
49,Self-emp-not-inc,393691,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
29,Private,107458,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
40,Private,36556,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,0
37,Private,217054,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
36,Private,280440,Assoc-acdm,12,Never-married,Tech-support,Unmarried,White,Female,0,0,45,United-States,0
28,Private,209205,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,1
31,Private,20511,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,0
50,Private,27484,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
52,Private,95872,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,?,0
27,Private,220754,Doctorate,16,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
49,Private,357540,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,0
60,Private,170310,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
28,Private,30070,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
49,Self-emp-inc,26502,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,6497,0,45,United-States,0
44,Private,174283,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
48,?,222478,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,0
36,Private,115803,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
35,Private,178649,Bachelors,13,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,36,Philippines,0
63,Self-emp-not-inc,179981,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
34,Private,179877,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
19,Private,351757,10th,6,Never-married,Other-service,Unmarried,White,Male,0,0,30,El-Salvador,0
40,Private,120277,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
35,Private,214816,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
60,Private,399387,7th-8th,4,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,15,United-States,0
28,Local-gov,283227,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,0
37,Self-emp-not-inc,168496,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,0
18,Private,109928,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
59,Private,162136,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,56,United-States,0
33,Private,131934,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
27,Private,191129,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
34,Private,250724,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Jamaica,0
50,Private,302372,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
39,Local-gov,187385,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,28,United-States,1
24,Private,89347,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
25,Private,152246,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,Outlying-US(Guam-USVI-etc),0
47,Private,168232,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,1
31,Private,253354,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
34,Local-gov,205704,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,0
42,Private,201723,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,0
21,Private,124589,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
22,Private,175374,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,0
21,Private,262634,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,United-States,0
40,Private,297396,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,0
39,Private,31053,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0
42,Private,240628,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1
52,Private,108914,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
28,State-gov,189346,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
63,Private,162772,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,1
45,Private,481987,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,18,United-States,1
65,Private,274916,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,0
45,Private,157980,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,0
51,Self-emp-inc,162943,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
20,Private,30035,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
61,?,244856,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,4386,0,40,United-States,1
19,Private,208513,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
42,Private,219155,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
43,Federal-gov,79529,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,0
23,?,194096,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,0
37,Private,170020,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27,State-gov,106721,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
34,Private,347166,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,1
41,?,129155,11th,7,Widowed,?,Other-relative,Black,Female,0,0,40,United-States,0
23,State-gov,298871,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,0
35,Private,290226,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
24,Private,84319,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
39,Private,225544,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Poland,0
