Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Regular,FDD38,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,,100.3674,4.3
Regular,FDU01,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.011937183,,184.7924,4.3
Regular,FDC29,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.024088444,,112.7176,4.3
Regular,FDD41,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.086837543,,106.2306,4.3
Regular,FDA08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.049842613,,164.2526,4.3
Regular,FDQ07,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.086983591,,219.8456,4.3
Regular,FDQ31,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053586458,,89.7856,4.3
Regular,FDL03,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026949463,,197.711,4.3
Regular,FDO27,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.178210285,,95.7752,4.3
Regular,FDJ33,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.087894475,,121.173,4.3
Regular,FDW09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.025795293,,80.2302,4.3
Regular,FDZ21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.039031927,,95.641,4.3
Regular,DRZ11,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.112119359,,123.0388,4.3
Low Fat,FDF32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0680243,16.35,196.4426,4.2
Regular,FDN22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.138190277,18.85,250.8724,4.2
Low Fat,NCS17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080829372,18.6,96.4436,4.2
Low Fat,FDK43,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.02681843,9.8,126.002,4.2
Low Fat,FDM40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.159803853,10.195,141.5154,4.2
Regular,FDN33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.123115764,6.305,95.6436,4.2
Regular,FDW39,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.064625342,,176.937,4.2
LF,DRJ13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.063017847,12.65,159.0578,4.2
Low Fat,DRI49,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.183507295,14.15,82.4276,4.2
Low Fat,FDS52,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.009163216,8.89,101.7016,4.2
Low Fat,NCX54,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.048331717,9.195,105.1622,4.2
Regular,FDI16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,14,53.064,4.2
Regular,FDM22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.04192285,14,54.764,4.2
Low Fat,NCO17,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.128478462,,117.944,4.2
Regular,FDK58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045165796,11.35,100.0016,4.2
Regular,FDA08,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.050186726,11.85,164.1526,4.2
Low Fat,DRC27,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058091482,13.8,245.1802,4.2
Regular,FDL58,Snack Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,5.78,263.7568,4.2
Low Fat,DRJ51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087977262,14.1,229.0668,4.2
Regular,FDY03,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.076276208,17.6,110.9202,4.2
Low Fat,FDG29,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.056245075,17.6,43.3454,4.2
Low Fat,DRP47,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.141398626,15.75,250.5382,4.2
Low Fat,FDB53,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.139735226,13.35,147.5392,4.2
reg,FDM01,Breakfast,2020,OUT017,Tier 2,Small,Supermarket Type1,0.095102092,7.895,104.4332,4.2
Low Fat,FDJ22,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.09246392,,190.9504,4.2
Regular,FDR59,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.063993068,14.5,260.4594,4.2
Low Fat,FDH27,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.058346939,7.075,142.2128,4.2
Low Fat,NCW53,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.053392944,,193.8162,4.2
Low Fat,FDW24,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.065652494,,48.9034,4.2
Regular,FDF11,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.017627888,10.195,239.6538,4.2
Low Fat,FDZ27,Dairy,2015,OUT045,Tier 2,Small,Supermarket Type1,0.017191055,7.935,51.535,4.2
Regular,FDL51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047565208,20.7,213.4876,4.2
Low Fat,FDX08,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.022604051,12.85,181.4318,4.2
Low Fat,DRH15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0,8.775,45.9428,4.2
Low Fat,FDS26,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.089035961,,260.5594,4.2
Regular,FDT09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012282366,15.15,132.5284,4.2
Low Fat,FDK41,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.127541722,14.3,84.9224,4.2
Low Fat,FDN09,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.05837308,14.15,243.9828,4.2
Low Fat,FDK24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,9.195,43.6744,4.2
Regular,FDW31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043333912,11.35,201.0742,4.2
Regular,FDL48,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.082197959,19.35,49.2034,4.2
Regular,FDB38,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0,,160.692,4.2
Regular,FDW44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035205866,9.5,171.3448,4.2
Low Fat,FDE22,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.051778173,,157.892,4.2
LF,NCU41,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.052054819,18.85,189.1846,4.2
Low Fat,FDL46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053795154,,117.7466,4.2
Low Fat,FDB21,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.148492521,7.475,240.6854,4.2
Low Fat,NCJ42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.014301326,19.75,103.0332,4.2
Low Fat,FDJ08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.111298111,11.1,191.7846,4.2
Low Fat,FDB16,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.044995631,8.21,89.2198,4.2
Regular,FDJ55,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.023567538,12.8,226.8404,4.2
Low Fat,NCZ06,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.164864915,,255.2698,4.2
Low Fat,FDM14,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.013263968,13.8,106.9254,4.2
Low Fat,FDA23,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.047187038,9.8,100.6016,4.2
Low Fat,FDW49,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.082552214,19.5,179.8002,4.2
Low Fat,DRK23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072088552,8.395,253.704,4.2
Regular,FDV56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.013529884,,106.2596,4.2
Low Fat,DRK39,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.049823902,7.02,82.225,4.2
Low Fat,FDM52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026046138,15.1,147.2076,4.2
Low Fat,FDH58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.037014587,12.3,115.1834,4.2
Regular,FDL24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.024776026,,172.3422,4.2
Low Fat,FDF46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.093653464,7.07,113.3834,4.2
Low Fat,NCO54,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01430324,19.5,57.2614,4.2
Low Fat,NCR17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024482644,9.8,116.2492,4.2
Regular,FDU44,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.058142797,,162.1552,4.2
Regular,FDJ03,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.072334667,12.35,49.1692,4.2
Regular,FDZ08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.109459733,,84.1592,4.2
Low Fat,NCK42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.013120028,7.475,217.6192,4.2
Low Fat,DRK12,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0,9.5,32.89,4.2
Low Fat,NCR30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071282168,20.6,74.4696,4.2
Low Fat,NCZ41,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.064367627,19.85,126.1704,4.2
Regular,FDN52,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.13093275,,86.9198,4.2
Low Fat,FDA43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.064621927,10.895,196.6794,4.2
Low Fat,NCO18,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.024701262,13.15,176.8686,4.2
Low Fat,FDZ33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107376743,10.195,147.6076,4.2
Low Fat,NCY05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054990009,13.5,35.2874,4.2
Low Fat,FDO34,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.050111641,17.7,165.9816,4.2
LF,FDX20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042626422,7.365,227.072,4.2
LF,NCD19,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,8.93,53.2614,4.2
Low Fat,FDZ12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.103138922,9.17,141.747,4.2
Low Fat,FDA23,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047260402,9.8,102.8016,4.2
Low Fat,FDO12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055015935,15.75,194.3452,4.2
Low Fat,FDH24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021464454,20.7,156.6288,4.2
Low Fat,FDW47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046447328,15,121.5414,4.2
Low Fat,FDW25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037457098,5.175,83.4224,4.2
Low Fat,FDC38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122684413,15.7,132.2942,4.2
Low Fat,FDB15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137023446,10.895,263.7568,4.2
Low Fat,DRC27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058192802,13.8,246.9802,4.2
Low Fat,FDS50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055519561,17,219.8114,4.2
Low Fat,DRH51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.097367722,17.6,89.3856,4.2
Low Fat,FDB05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.083327693,5.155,247.2776,4.2
Low Fat,FDO16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.015131684,5.48,83.025,4.2
Low Fat,FDZ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.038014104,9.31,62.351,4.2
Low Fat,FDH16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052637056,10.5,88.583,4.2
Low Fat,FDL16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16871476,12.85,47.306,4.2
Low Fat,FDD08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035409328,8.3,36.2506,4.2
Low Fat,FDN31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072994847,11.5,189.253,4.2
Low Fat,FDV43,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076975118,16,46.2086,4.2
Low Fat,FDI32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.174644552,17.7,113.2834,4.2
Low Fat,FDE08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049396364,18.2,146.4734,4.2
Low Fat,DRK11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010781158,8.21,149.9392,4.2
Low Fat,DRP47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.140821917,15.75,252.9382,4.2
Low Fat,NCM53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052121825,18.75,104.828,4.2
Low Fat,NCV54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033160417,11.1,119.6124,4.2
Low Fat,NCG42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041291929,19.2,130.131,4.2
Low Fat,FDV03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058181585,17.6,154.4314,4.2
Low Fat,FDL15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046707264,17.85,152.6682,4.2
Low Fat,FDL10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039553606,8.395,99.1042,4.2
Low Fat,FDX09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.065350715,9,175.437,4.2
Low Fat,FDI46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074460855,9.5,253.6724,4.2
Low Fat,FDZ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.107564024,10.195,149.0076,4.2
Low Fat,FDQ22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029785889,16.75,38.9822,4.2
Low Fat,FDV45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045117476,16.75,187.9556,4.2
Low Fat,FDU34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075311837,18.25,122.6046,4.2
Low Fat,FDY46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047964395,18.6,185.0898,4.2
Low Fat,FDP10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128289285,19,104.9622,4.2
Low Fat,FDR21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.067039526,19.7,178.337,4.2
Low Fat,DRK49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035999599,14.15,41.5138,4.2
Low Fat,DRE25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.073397129,15.35,91.912,4.2
Regular,FDB49,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030198228,8.3,98.2384,4.2
Regular,FDV11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081794766,9.1,173.6054,4.2
Regular,FDR59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.063962842,14.5,263.1594,4.2
Regular,FDV13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027653795,17.35,88.0856,4.2
Regular,FDU26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042685217,16.7,120.7782,4.2
Regular,FDA03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045534457,18.5,146.3102,4.2
Regular,FDN28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030294931,5.88,104.099,4.2
Regular,FDI53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137858955,8.895,162.1236,4.2
Regular,FDR28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025936747,13.85,164.921,4.2
Regular,FDF29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019965179,15.1,130.531,4.2
Regular,FDY04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042542484,17.7,161.921,4.2
Regular,FDV19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035311852,14.85,160.9578,4.2
Regular,FDH20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024987903,16.1,97.341,4.2
Regular,FDO19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.016622448,17.7,50.2034,4.2
Regular,FDU20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021490911,19.35,122.1098,4.2
Regular,FDR20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028167478,20,45.5744,4.2
Regular,FDV20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059894378,20.2,125.9678,4.2
Regular,FDO27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.179355893,6.175,94.1752,4.2
Regular,FDX51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022093019,9.5,195.9452,4.2
Regular,FDR27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.096249842,15.1,134.4942,4.2
Regular,FDU33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.134919202,7.63,46.9402,4.2
Regular,FDC10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072990979,9.8,121.6098,4.2
Regular,FDF11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.017658634,10.195,240.1538,4.2
Regular,FDE11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.135306012,17.7,183.7924,4.2
low fat,FDO24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.1,156.4604,4.2
low fat,NCD54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029054046,21.1,144.6786,4.2
LF,FDH33,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.213125482,,44.9428,4.2
Low Fat,FDK24,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.177354373,,46.6744,4.2
Low Fat,FDN60,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.166609517,,157.6604,4.2
Low Fat,FDW36,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.099681705,,107.4622,4.2
Low Fat,FDR23,Breads,1998,OUT019,Tier 1,Small,Grocery Store,0.143199389,,175.837,4.2
Low Fat,FDA13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.137539574,,38.8506,4.2
Low Fat,FDH38,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.018275994,,115.2808,4.2
Low Fat,FDS01,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.031069203,,179.6686,4.2
Low Fat,FDY13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.052749199,,74.967,4.2
Low Fat,FDL40,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0,,98.241,4.2
Low Fat,NCK05,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.135612397,,61.1536,4.2
Low Fat,NCM05,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.104784329,,266.0226,4.2
Low Fat,NCY29,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.135226962,,56.293,4.2
Low Fat,NCG30,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.196659953,,125.8046,4.2
Low Fat,FDG31,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.066351687,,65.0826,4.2
Low Fat,FDV15,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.255929096,,103.3648,4.2
Low Fat,FDE46,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.027610698,,149.5366,4.2
Low Fat,DRF25,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.068153091,,36.019,4.2
Low Fat,DRF49,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.124448295,,112.0518,4.2
Low Fat,DRH37,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.072864869,,165.2526,4.2
Regular,FDH14,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.081955735,,142.0838,4.2
Regular,FDE51,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.168901843,,43.4086,4.2
Regular,FDL52,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.080697998,,39.8506,4.2
Regular,FDY28,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.26639671,,215.6218,4.2
Regular,FDE56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.278730642,,63.2194,4.2
Regular,FDH45,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.185008985,,42.3796,4.2
Regular,FDH56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.11173569,,115.9492,4.2
Regular,FDO56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.078758649,,116.3808,4.2
Regular,FDT55,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.076434542,,155.8946,4.2
Regular,FDY03,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.133279499,,112.6202,4.2
Regular,FDS21,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.036551446,,62.7194,4.2
LF,FDB50,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.153618566,13,79.6986,4.2
LF,NCN30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.016993204,16.35,95.741,4.2
LF,FDV15,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.146172453,10.3,103.3648,4.2
Low Fat,FDZ12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.102978817,9.17,144.947,4.2
Low Fat,FDS23,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.140889111,4.635,127.0994,4.2
Low Fat,FDR35,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.020697723,12.5,198.8742,4.2
Low Fat,FDX13,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.047782959,7.725,249.1092,4.2
Low Fat,FDG02,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.011261165,7.855,189.5188,4.2
Low Fat,FDO50,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.078168739,16.25,91.3804,4.2
Low Fat,FDC28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054986919,7.905,108.6254,4.2
Low Fat,FDH41,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.082011521,9,213.3534,4.2
Low Fat,FDC17,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.015460726,12.15,211.8928,4.2
Low Fat,FDG40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039824346,13.65,32.8558,4.2
Low Fat,FDG29,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.05629192,17.6,42.5454,4.2
Low Fat,FDD05,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.016611475,19.35,122.0098,4.2
Low Fat,FDO32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.120543611,6.36,45.806,4.2
Low Fat,DRH59,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.05843345,10.8,74.738,4.2
Low Fat,NCM17,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.07113587,7.93,42.7086,4.2
Low Fat,NCP29,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.11227101,8.42,63.2168,4.2
Low Fat,NCN41,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.052209303,17,122.373,4.2
Low Fat,NCP17,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027714371,19.35,65.6168,4.2
Low Fat,NCA05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.025130632,20.75,150.0734,4.2
Low Fat,NCB31,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.118674359,6.235,261.691,4.2
Low Fat,NCE07,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.013130031,8.18,142.6154,4.2
Low Fat,NCD19,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.013179388,8.93,55.1614,4.2
Low Fat,NCP18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.02859825,12.15,150.4708,4.2
Low Fat,NCG06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.029445361,16.35,257.6646,4.2
Low Fat,NCC30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027579198,16.6,178.7344,4.2
Low Fat,NCI30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.058935522,20.25,246.646,4.2
Low Fat,FDS03,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.07962861,7.825,63.4826,4.2
Low Fat,FDL43,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027064381,10.1,76.367,4.2
Low Fat,FDV03,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.058091269,17.6,156.2314,4.2
Low Fat,NCL31,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.120280989,7.39,142.747,4.2
Low Fat,FDR58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.041921462,6.675,92.3462,4.2
Low Fat,FDF22,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.056830682,6.865,214.0218,4.2
Low Fat,FDZ10,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.044463491,17.85,127.102,4.2
Low Fat,FDW45,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.03901099,18,147.7418,4.2
Low Fat,FDN45,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.118102769,19.35,224.8088,4.2
Low Fat,DRZ24,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.081787519,7.535,120.844,4.2
